time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1669019947.60809112,0.00300810,0.00031084,0.00000320,5300.00000000,0.00375271,0.000000,0.000000
1669019947.64265108,0.00304965,0.00022834,0.00000752,5321.00000000,0.00732959,0.000000,0.000000
1669019947.67529106,0.00305946,0.00072006,0.00000414,5352.00000000,0.00407929,0.000000,0.000000
1669019947.70889115,0.00306255,0.00028115,0.00000298,5367.00000000,0.00338733,0.000000,0.000000
1669019947.74153113,0.00308449,0.00047422,0.00000449,5360.00000000,0.00541040,0.000000,0.000000
1669019947.77609110,0.00308196,0.00021286,0.00000308,5381.00000000,0.00281132,0.000000,0.000000
1669019947.80873108,0.00310734,0.00036055,0.00000445,5393.00000000,0.00584819,0.000000,0.000000
1669019947.84233117,0.00310399,0.00023121,0.00000390,5404.00000000,0.00273894,0.000000,0.000000
1669019947.87497115,0.00311646,0.00035319,0.00000357,5394.00000000,0.00448760,0.000000,0.000000
1669019947.90953112,0.00311585,0.00026384,0.00000293,5372.00000000,0.00304828,0.000000,0.000000
1669019947.94217110,0.00313426,0.00040529,0.00000494,5367.00000000,0.00519654,0.000000,0.000000
1669019947.97481108,0.00312577,0.00016550,0.00000253,5359.00000000,0.00216675,0.000000,0.000000
1669019948.00937104,0.00311863,0.00020835,0.00000179,5349.00000000,0.00230429,0.000000,0.000000
1669019948.04201102,0.00311199,0.00015667,0.00000252,5333.00000000,0.00234806,0.000000,0.000000
1669019948.07561111,0.00311432,0.00023396,0.00000306,5349.00000000,0.00338531,0.000000,0.000000
1669019948.10824704,0.00314137,0.00046416,0.00000505,5365.00000000,0.00630598,0.000000,0.000000
1669019948.14280701,0.00314020,0.00019288,0.00000344,5355.00000000,0.00300231,0.000000,0.000000
1669019948.17544699,0.00313597,0.00017217,0.00000273,5353.00000000,0.00263194,0.000000,0.000000
1669019948.20808697,0.00312849,0.00015382,0.00000229,5363.00000000,0.00223113,0.000000,0.000000
1669019948.24264693,0.00311926,0.00018185,0.00000172,5402.00000000,0.00200300,0.000000,0.000000
1669019948.27528715,0.00311691,0.00018421,0.00000338,5414.00000000,0.00282999,0.000000,0.000000
1669019948.30888700,0.00313502,0.00042866,0.00000390,5425.00000000,0.00536178,0.000000,0.000000
1669019948.34152699,0.00313034,0.00054546,0.00000297,5418.00000000,0.00255062,0.000000,0.000000
1669019948.37608695,0.00312420,0.00019198,0.00000206,5375.00000000,0.00235621,0.000000,0.000000
1669019948.40872693,0.00315046,0.00039049,0.00000654,5352.00000000,0.00645959,0.000000,0.000000
1669019948.44232702,0.00314545,0.00040315,0.00000200,5373.00000000,0.00250878,0.000000,0.000000
1669019948.47496700,0.00313450,0.00013017,0.00000185,5373.00000000,0.00173320,0.000000,0.000000
1669019948.50952697,0.00316914,0.00082424,0.00000548,5403.00000000,0.00763839,0.000000,0.000000
1669019948.54216695,0.00317466,0.00029849,0.00000431,5421.00000000,0.00389186,0.000000,0.000000
1669019948.57480693,0.00320013,0.00061608,0.00000717,5403.00000000,0.00653623,0.000000,0.000000
1669019948.60936713,0.00320239,0.00021937,0.00000268,5408.00000000,0.00350061,0.000000,0.000000
1669019948.64200711,0.00318932,0.00010413,0.00000186,5407.00000000,0.00145089,0.000000,0.000000
1669019948.67560697,0.00318902,0.00025479,0.00000282,5409.00000000,0.00314971,0.000000,0.000000
1669019948.70824695,0.00318032,0.00015830,0.00000206,5400.00000000,0.00200501,0.000000,0.000000
1669019948.74280715,0.00318809,0.00025477,0.00000356,5433.00000000,0.00424582,0.000000,0.000000
1669019948.77544713,0.00317997,0.00015465,0.00000241,5451.00000000,0.00206671,0.000000,0.000000
1669019948.80808711,0.00318528,0.00029440,0.00000298,5457.00000000,0.00391792,0.000000,0.000000
1669019948.84264708,0.00317380,0.00012376,0.00000222,5453.00000000,0.00157816,0.000000,0.000000
1669019948.87528706,0.00319343,0.00038961,0.00000575,5468.00000000,0.00594154,0.000000,0.000000
1669019948.90888715,0.00320252,0.00028188,0.00000444,5470.00000000,0.00448522,0.000000,0.000000
1669019948.94152713,0.00319789,0.00016583,0.00000243,5485.00000000,0.00254025,0.000000,0.000000
1669019948.97608709,0.00319922,0.00025334,0.00000364,5511.00000000,0.00338930,0.000000,0.000000
1669019949.00872707,0.00319349,0.00017570,0.00000232,5520.00000000,0.00236733,0.000000,0.000000
1669019949.04232693,0.00321115,0.00034916,0.00000712,5521.00000000,0.00577249,0.000000,0.000000
1669019949.07496715,0.00323706,0.00037581,0.00000872,5536.00000000,0.00702032,0.000000,0.000000
1669019949.10951853,0.00323356,0.00021162,0.00000204,5539.00000000,0.00271845,0.000000,0.000000
1669019949.14215851,0.00322754,0.00015277,0.00000351,5575.00000000,0.00233698,0.000000,0.000000
1669019949.17479849,0.00322089,0.00018980,0.00000179,5594.00000000,0.00222960,0.000000,0.000000
1669019949.20935869,0.00322331,0.00014911,0.00000394,5595.00000000,0.00358653,0.000000,0.000000
1669019949.24199867,0.00323308,0.00032022,0.00000416,5609.00000000,0.00470905,0.000000,0.000000
1669019949.27559853,0.00322620,0.00014993,0.00000243,5611.00000000,0.00217974,0.000000,0.000000
1669019949.30823851,0.00322882,0.00025873,0.00000298,5637.00000000,0.00362944,0.000000,0.000000
1669019949.34279871,0.00323649,0.00033289,0.00000537,5650.00000000,0.00441880,0.000000,0.000000
1669019949.37543869,0.00323207,0.00017616,0.00000258,5667.00000000,0.00254564,0.000000,0.000000
1669019949.40807867,0.00322482,0.00014957,0.00000196,5677.00000000,0.00209443,0.000000,0.000000
1669019949.44263864,0.00322243,0.00018310,0.00000292,5694.00000000,0.00284695,0.000000,0.000000
1669019949.47527862,0.00322602,0.00025358,0.00000351,5711.00000000,0.00379394,0.000000,0.000000
1669019949.50887871,0.00322434,0.00021618,0.00000329,5703.00000000,0.00295688,0.000000,0.000000
1669019949.54151869,0.00323656,0.00032902,0.00000413,5726.00000000,0.00519102,0.000000,0.000000
1669019949.57607865,0.00322680,0.00011260,0.00000202,5753.00000000,0.00165591,0.000000,0.000000
1669019949.60871863,0.00322935,0.00027232,0.00000265,5766.00000000,0.00364226,0.000000,0.000000
1669019949.64231849,0.00321808,0.00009126,0.00000177,5794.00000000,0.00138205,0.000000,0.000000
1669019949.67495871,0.00321831,0.00022005,0.00000267,5805.00000000,0.00325499,0.000000,0.000000
1669019949.70951867,0.00322582,0.00027344,0.00000498,5820.00000000,0.00446549,0.000000,0.000000
1669019949.74215865,0.00325246,0.00053245,0.00000730,5827.00000000,0.00767503,0.000000,0.000000
1669019949.77479863,0.00325102,0.00017722,0.00000333,5821.00000000,0.00300934,0.000000,0.000000
1669019949.80935860,0.00326558,0.00036755,0.00000499,5851.00000000,0.00571269,0.000000,0.000000
1669019949.84199858,0.00326551,0.00023821,0.00000334,5864.00000000,0.00325307,0.000000,0.000000
1669019949.87559867,0.00326141,0.00015085,0.00000296,5873.00000000,0.00256405,0.000000,0.000000
1669019949.90823865,0.00326283,0.00026788,0.00000303,5876.00000000,0.00350579,0.000000,0.000000
1669019949.94279861,0.00326280,0.00022945,0.00000355,5895.00000000,0.00325793,0.000000,0.000000
1669019949.97543859,0.00327382,0.00033563,0.00000453,5893.00000000,0.00518060,0.000000,0.000000
1669019950.00807858,0.00328402,0.00056914,0.00000515,5872.00000000,0.00505907,0.000000,0.000000
1669019950.04263854,0.00328122,0.00018269,0.00000230,5793.00000000,0.00279050,0.000000,0.000000
1669019950.07527852,0.00327391,0.00013247,0.00000227,5816.00000000,0.00198722,0.000000,0.000000
1669019950.10886383,0.00326876,0.00017732,0.00000201,5827.00000000,0.00235732,0.000000,0.000000
1669019950.14150381,0.00326454,0.00019808,0.00000283,5853.00000000,0.00251342,0.000000,0.000000
1669019950.17606378,0.00326015,0.00018785,0.00000194,5874.00000000,0.00247468,0.000000,0.000000
1669019950.20870376,0.00325773,0.00022749,0.00000301,5894.00000000,0.00282173,0.000000,0.000000
1669019950.24230385,0.00328371,0.00045106,0.00000826,5908.00000000,0.00798604,0.000000,0.000000
1669019950.27494383,0.00327687,0.00018560,0.00000192,5915.00000000,0.00203186,0.000000,0.000000
1669019950.30950379,0.00328945,0.00035557,0.00000515,5923.00000000,0.00559210,0.000000,0.000000
1669019950.34214377,0.00328746,0.00019025,0.00000288,5923.00000000,0.00292139,0.000000,0.000000
1669019950.37478375,0.00328113,0.00016400,0.00000258,5945.00000000,0.00211051,0.000000,0.000000
1669019950.40934372,0.00329673,0.00043137,0.00000460,5932.00000000,0.00619824,0.000000,0.000000
1669019950.44198370,0.00329893,0.00023046,0.00000410,5932.00000000,0.00370949,0.000000,0.000000
1669019950.47558379,0.00329583,0.00015580,0.00000251,5921.00000000,0.00271369,0.000000,0.000000
1669019950.50822377,0.00329231,0.00017399,0.00000301,5941.00000000,0.00262779,0.000000,0.000000
1669019950.54278374,0.00328541,0.00012908,0.00000174,5955.00000000,0.00197388,0.000000,0.000000
1669019950.57542372,0.00327664,0.00011531,0.00000180,5967.00000000,0.00160163,0.000000,0.000000
1669019950.60902381,0.00328099,0.00026323,0.00000362,5981.00000000,0.00411641,0.000000,0.000000
1669019950.64166379,0.00329377,0.00044310,0.00000560,5982.00000000,0.00575893,0.000000,0.000000
1669019950.67622375,0.00329628,0.00022692,0.00000342,5964.00000000,0.00378417,0.000000,0.000000
1669019950.70886374,0.00330321,0.00033524,0.00000436,5985.00000000,0.00465345,0.000000,0.000000
1669019950.74150372,0.00332113,0.00042927,0.00000709,5999.00000000,0.00683398,0.000000,0.000000
1669019950.77606368,0.00332236,0.00037331,0.00000344,5998.00000000,0.00356487,0.000000,0.000000
1669019950.80870366,0.00331744,0.00018115,0.00000283,6004.00000000,0.00234380,0.000000,0.000000
1669019950.84230375,0.00332613,0.00031005,0.00000467,5999.00000000,0.00505458,0.000000,0.000000
1669019950.87494373,0.00332692,0.00021602,0.00000388,5980.00000000,0.00348528,0.000000,0.000000
1669019950.90950370,0.00333180,0.00027576,0.00000323,5986.00000000,0.00431232,0.000000,0.000000
1669019950.94214368,0.00333029,0.00020330,0.00000345,5995.00000000,0.00302627,0.000000,0.000000
1669019950.97478366,0.00332821,0.00021561,0.00000265,6007.00000000,0.00290510,0.000000,0.000000
1669019951.00934386,0.00332457,0.00017342,0.00000302,6026.00000000,0.00258154,0.000000,0.000000
1669019951.04198384,0.00331714,0.00014162,0.00000173,6037.00000000,0.00179522,0.000000,0.000000
1669019951.07558370,0.00331185,0.00013527,0.00000236,6039.00000000,0.00222263,0.000000,0.000000
1669019951.10820007,0.00331606,0.00029065,0.00000371,6047.00000000,0.00418646,0.000000,0.000000
1669019951.14276028,0.00332668,0.00036442,0.00000496,6048.00000000,0.00553622,0.000000,0.000000
1669019951.17540026,0.00332270,0.00015132,0.00000263,6068.00000000,0.00248973,0.000000,0.000000
1669019951.20900011,0.00331868,0.00017908,0.00000212,6076.00000000,0.00247529,0.000000,0.000000
1669019951.24164009,0.00332277,0.00024851,0.00000433,6099.00000000,0.00418459,0.000000,0.000000
1669019951.27620029,0.00332015,0.00019899,0.00000260,6105.00000000,0.00276593,0.000000,0.000000
1669019951.30884027,0.00331634,0.00015723,0.00000324,6108.00000000,0.00250407,0.000000,0.000000
1669019951.34148026,0.00332000,0.00032638,0.00000359,6115.00000000,0.00410403,0.000000,0.000000
1669019951.37604022,0.00331207,0.00012470,0.00000189,6068.00000000,0.00160757,0.000000,0.000000
1669019951.40868020,0.00331295,0.00025627,0.00000282,6059.00000000,0.00350329,0.000000,0.000000
1669019951.44228029,0.00331333,0.00022040,0.00000318,6043.00000000,0.00339472,0.000000,0.000000
1669019951.47492027,0.00330664,0.00013412,0.00000178,6045.00000000,0.00184814,0.000000,0.000000
1669019951.50948024,0.00329977,0.00014491,0.00000200,6053.00000000,0.00179650,0.000000,0.000000
1669019951.54212022,0.00330427,0.00028254,0.00000429,6074.00000000,0.00429229,0.000000,0.000000
1669019951.57476020,0.00331760,0.00024836,0.00000646,6089.00000000,0.00626427,0.000000,0.000000
1669019951.60932016,0.00332248,0.00033009,0.00000541,6110.00000000,0.00440605,0.000000,0.000000
1669019951.64196014,0.00333588,0.00035605,0.00000485,6113.00000000,0.00632354,0.000000,0.000000
1669019951.67556024,0.00333347,0.00027142,0.00000362,6127.00000000,0.00279351,0.000000,0.000000
1669019951.70820022,0.00333134,0.00018061,0.00000228,6130.00000000,0.00285308,0.000000,0.000000
1669019951.74276018,0.00332536,0.00012041,0.00000193,6151.00000000,0.00197389,0.000000,0.000000
1669019951.77540016,0.00332728,0.00024085,0.00000381,6163.00000000,0.00376356,0.000000,0.000000
1669019951.80900025,0.00332835,0.00025887,0.00000410,6170.00000000,0.00357180,0.000000,0.000000
1669019951.84164023,0.00334865,0.00061541,0.00000780,6153.00000000,0.00799711,0.000000,0.000000
1669019951.87620020,0.00334725,0.00021274,0.00000319,6165.00000000,0.00302599,0.000000,0.000000
1669019951.90884018,0.00335887,0.00024824,0.00000565,6150.00000000,0.00604332,0.000000,0.000000
1669019951.94148016,0.00335458,0.00018063,0.00000199,6139.00000000,0.00235746,0.000000,0.000000
1669019951.97604012,0.00334707,0.00013755,0.00000183,6159.00000000,0.00159753,0.000000,0.000000
1669019952.00868011,0.00334564,0.00026045,0.00000302,6160.00000000,0.00301214,0.000000,0.000000
1669019952.04228020,0.00334945,0.00025528,0.00000450,6137.00000000,0.00424499,0.000000,0.000000
1669019952.07492018,0.00334406,0.00015740,0.00000182,6148.00000000,0.00207050,0.000000,0.000000
1669019952.10950065,0.00333906,0.00015270,0.00000241,6155.00000000,0.00215369,0.000000,0.000000
1669019952.14214063,0.00336347,0.00064512,0.00000630,6168.00000000,0.00917474,0.000000,0.000000
1669019952.17478061,0.00335838,0.00014810,0.00000286,6179.00000000,0.00214105,0.000000,0.000000
1669019952.20934057,0.00335351,0.00016952,0.00000189,6182.00000000,0.00218494,0.000000,0.000000
1669019952.24198079,0.00335707,0.00024883,0.00000421,6178.00000000,0.00421589,0.000000,0.000000
1669019952.27558064,0.00335742,0.00026443,0.00000341,6193.00000000,0.00344242,0.000000,0.000000
1669019952.30822062,0.00335320,0.00015062,0.00000287,6211.00000000,0.00232672,0.000000,0.000000
1669019952.34278059,0.00335717,0.00028718,0.00000392,6212.00000000,0.00432612,0.000000,0.000000
1669019952.37542057,0.00335175,0.00013678,0.00000231,6211.00000000,0.00202357,0.000000,0.000000
1669019952.40902066,0.00334521,0.00013579,0.00000184,6226.00000000,0.00173521,0.000000,0.000000
1669019952.44166064,0.00334434,0.00022907,0.00000253,6220.00000000,0.00313076,0.000000,0.000000
1669019952.47622061,0.00334280,0.00017837,0.00000354,6233.00000000,0.00296069,0.000000,0.000000
1669019952.50886059,0.00334395,0.00048494,0.00000334,6241.00000000,0.00363010,0.000000,0.000000
1669019952.54150057,0.00334541,0.00022536,0.00000365,6235.00000000,0.00371043,0.000000,0.000000
1669019952.57606077,0.00334625,0.00030440,0.00000318,6228.00000000,0.00355785,0.000000,0.000000
1669019952.60870075,0.00334302,0.00016791,0.00000266,6226.00000000,0.00252740,0.000000,0.000000
1669019952.64230061,0.00334374,0.00021579,0.00000272,6234.00000000,0.00352810,0.000000,0.000000
1669019952.67494059,0.00333847,0.00012916,0.00000256,6236.00000000,0.00199966,0.000000,0.000000
1669019952.70950079,0.00334118,0.00032620,0.00000361,6248.00000000,0.00403014,0.000000,0.000000
1669019952.74214077,0.00334045,0.00023899,0.00000281,6240.00000000,0.00315499,0.000000,0.000000
1669019952.77478075,0.00334261,0.00022582,0.00000413,6248.00000000,0.00389641,0.000000,0.000000
1669019952.80934072,0.00333810,0.00019295,0.00000262,6260.00000000,0.00217672,0.000000,0.000000
1669019952.84198070,0.00333463,0.00016933,0.00000241,6221.00000000,0.00243528,0.000000,0.000000
1669019952.87558079,0.00333403,0.00025619,0.00000318,6222.00000000,0.00317769,0.000000,0.000000
1669019952.90822077,0.00333253,0.00020704,0.00000325,6212.00000000,0.00294147,0.000000,0.000000
1669019952.94278073,0.00333164,0.00021290,0.00000219,6194.00000000,0.00309775,0.000000,0.000000
1669019952.97542071,0.00333702,0.00024902,0.00000733,6195.00000000,0.00475213,0.000000,0.000000
1669019953.00902057,0.00333671,0.00023526,0.00000297,6201.00000000,0.00325569,0.000000,0.000000
1669019953.04166079,0.00333114,0.00012611,0.00000188,6205.00000000,0.00185305,0.000000,0.000000
1669019953.07622075,0.00333140,0.00024357,0.00000297,6218.00000000,0.00340047,0.000000,0.000000
1669019953.10884953,0.00332876,0.00021393,0.00000283,6227.00000000,0.00262412,0.000000,0.000000
1669019953.14148951,0.00332540,0.00018151,0.00000185,6237.00000000,0.00242522,0.000000,0.000000
1669019953.17604947,0.00332282,0.00017273,0.00000357,6268.00000000,0.00263048,0.000000,0.000000
1669019953.20868945,0.00332410,0.00023957,0.00000336,6260.00000000,0.00366889,0.000000,0.000000
1669019953.24228930,0.00331955,0.00017210,0.00000190,6263.00000000,0.00208653,0.000000,0.000000
1669019953.27492952,0.00331458,0.00013540,0.00000254,6266.00000000,0.00196153,0.000000,0.000000
1669019953.30948949,0.00330980,0.00012535,0.00000218,6281.00000000,0.00200617,0.000000,0.000000
1669019953.34212947,0.00330938,0.00022400,0.00000337,6295.00000000,0.00319273,0.000000,0.000000
1669019953.37476945,0.00331146,0.00019405,0.00000333,6308.00000000,0.00388607,0.000000,0.000000
1669019953.40932941,0.00331043,0.00021917,0.00000327,6326.00000000,0.00302495,0.000000,0.000000
1669019953.44196939,0.00331497,0.00036999,0.00000326,6324.00000000,0.00457376,0.000000,0.000000
1669019953.47556949,0.00330901,0.00011026,0.00000229,6280.00000000,0.00165174,0.000000,0.000000
1669019953.50820947,0.00330770,0.00019418,0.00000261,6290.00000000,0.00294129,0.000000,0.000000
1669019953.54276943,0.00330957,0.00038011,0.00000383,6295.00000000,0.00383448,0.000000,0.000000
1669019953.57540941,0.00332824,0.00058893,0.00000717,6242.00000000,0.00857274,0.000000,0.000000
1669019953.60900950,0.00332261,0.00012911,0.00000178,6231.00000000,0.00173484,0.000000,0.000000
1669019953.64164948,0.00333554,0.00037364,0.00000593,6234.00000000,0.00699387,0.000000,0.000000
1669019953.67620945,0.00333405,0.00018285,0.00000320,6242.00000000,0.00291228,0.000000,0.000000
1669019953.70884943,0.00333352,0.00021419,0.00000349,6249.00000000,0.00318268,0.000000,0.000000
1669019953.74148941,0.00333759,0.00062253,0.00000305,6258.00000000,0.00450010,0.000000,0.000000
1669019953.77604938,0.00333474,0.00014715,0.00000322,6224.00000000,0.00251790,0.000000,0.000000
1669019953.80868936,0.00333305,0.00021724,0.00000248,6234.00000000,0.00284681,0.000000,0.000000
1669019953.84228945,0.00333269,0.00018919,0.00000333,6244.00000000,0.00322868,0.000000,0.000000
1669019953.87492943,0.00332879,0.00015529,0.00000199,6259.00000000,0.00219661,0.000000,0.000000
1669019953.90948939,0.00332489,0.00014447,0.00000271,6265.00000000,0.00219116,0.000000,0.000000
1669019953.94212937,0.00332470,0.00020921,0.00000236,6275.00000000,0.00326842,0.000000,0.000000
1669019953.97476935,0.00332025,0.00016413,0.00000262,6290.00000000,0.00201749,0.000000,0.000000
1669019954.00932932,0.00332363,0.00030224,0.00000382,6272.00000000,0.00431669,0.000000,0.000000
1669019954.04196930,0.00332641,0.00025707,0.00000405,6271.00000000,0.00414701,0.000000,0.000000
1669019954.07556939,0.00332577,0.00021367,0.00000262,6274.00000000,0.00313731,0.000000,0.000000
1669019954.10815310,0.00333980,0.00040958,0.00000857,6273.00000000,0.00750536,0.000000,0.000000
1669019954.14271307,0.00333708,0.00017489,0.00000202,6275.00000000,0.00252785,0.000000,0.000000
1669019954.17535305,0.00333396,0.00014080,0.00000288,6293.00000000,0.00240014,0.000000,0.000000
1669019954.20895314,0.00332783,0.00010010,0.00000200,6298.00000000,0.00148842,0.000000,0.000000
1669019954.24159312,0.00333411,0.00029348,0.00000398,6298.00000000,0.00522430,0.000000,0.000000
1669019954.27615309,0.00332789,0.00010139,0.00000181,6312.00000000,0.00144891,0.000000,0.000000
1669019954.30879307,0.00333121,0.00026870,0.00000370,6321.00000000,0.00433842,0.000000,0.000000
1669019954.34143305,0.00333235,0.00024125,0.00000373,6336.00000000,0.00367812,0.000000,0.000000
1669019954.37599301,0.00333122,0.00018241,0.00000270,6350.00000000,0.00298738,0.000000,0.000000
1669019954.40863299,0.00332638,0.00014127,0.00000183,6337.00000000,0.00184436,0.000000,0.000000
1669019954.44223309,0.00332944,0.00028713,0.00000341,6339.00000000,0.00426835,0.000000,0.000000
1669019954.47487307,0.00332427,0.00012041,0.00000190,6346.00000000,0.00173299,0.000000,0.000000
1669019954.50943303,0.00332049,0.00015718,0.00000201,6360.00000000,0.00215098,0.000000,0.000000
1669019954.54207301,0.00333222,0.00046758,0.00000652,6359.00000000,0.00696992,0.000000,0.000000
1669019954.57567310,0.00333128,0.00019134,0.00000312,6384.00000000,0.00303891,0.000000,0.000000
1669019954.60831308,0.00333212,0.00022233,0.00000325,6391.00000000,0.00359253,0.000000,0.000000
1669019954.64287305,0.00332870,0.00016894,0.00000247,6412.00000000,0.00225826,0.000000,0.000000
1669019954.67551303,0.00333239,0.00027910,0.00000431,6419.00000000,0.00449146,0.000000,0.000000
1669019954.70815301,0.00332836,0.00012520,0.00000259,6431.00000000,0.00206054,0.000000,0.000000
1669019954.74271297,0.00333252,0.00031887,0.00000358,6436.00000000,0.00464737,0.000000,0.000000
1669019954.77535319,0.00332916,0.00016142,0.00000338,6429.00000000,0.00226335,0.000000,0.000000
1669019954.80895305,0.00334229,0.00038239,0.00000540,6428.00000000,0.00751794,0.000000,0.000000
1669019954.84159303,0.00334034,0.00016859,0.00000303,6435.00000000,0.00271636,0.000000,0.000000
1669019954.87615299,0.00333825,0.00020556,0.00000246,6441.00000000,0.00266932,0.000000,0.000000
1669019954.90879297,0.00333507,0.00014198,0.00000227,6456.00000000,0.00231583,0.000000,0.000000
1669019954.94143319,0.00333435,0.00022854,0.00000249,6468.00000000,0.00310200,0.000000,0.000000
1669019954.97599316,0.00333168,0.00015380,0.00000282,6458.00000000,0.00246871,0.000000,0.000000
1669019955.00863314,0.00332749,0.00014263,0.00000216,6469.00000000,0.00197002,0.000000,0.000000
1669019955.04223299,0.00332776,0.00030952,0.00000287,6475.00000000,0.00341700,0.000000,0.000000
1669019955.07487297,0.00332518,0.00018898,0.00000250,6381.00000000,0.00248455,0.000000,0.000000
1669019955.10947061,0.00332392,0.00019482,0.00000262,6346.00000000,0.00291031,0.000000,0.000000
1669019955.14211082,0.00332482,0.00023193,0.00000417,6362.00000000,0.00362191,0.000000,0.000000
1669019955.17475080,0.00332773,0.00027210,0.00000392,6371.00000000,0.00428398,0.000000,0.000000
1669019955.20931077,0.00332500,0.00012717,0.00000277,6387.00000000,0.00242308,0.000000,0.000000
1669019955.24195075,0.00332820,0.00037122,0.00000357,6393.00000000,0.00438863,0.000000,0.000000
1669019955.27555060,0.00332973,0.00026285,0.00000440,6335.00000000,0.00383701,0.000000,0.000000
1669019955.30819082,0.00333768,0.00023374,0.00000565,6338.00000000,0.00598446,0.000000,0.000000
1669019955.34275079,0.00334068,0.00019985,0.00000485,6349.00000000,0.00434371,0.000000,0.000000
1669019955.37539077,0.00334301,0.00024364,0.00000385,6356.00000000,0.00412264,0.000000,0.000000
1669019955.40899062,0.00334309,0.00020933,0.00000342,6377.00000000,0.00336993,0.000000,0.000000
1669019955.44163060,0.00334574,0.00032952,0.00000417,6393.00000000,0.00423936,0.000000,0.000000
1669019955.47619081,0.00334539,0.00020267,0.00000330,6411.00000000,0.00322691,0.000000,0.000000
1669019955.50883079,0.00334149,0.00011924,0.00000253,6425.00000000,0.00202139,0.000000,0.000000
1669019955.54147077,0.00334683,0.00034949,0.00000374,6434.00000000,0.00516150,0.000000,0.000000
1669019955.57603073,0.00334836,0.00026825,0.00000423,6418.00000000,0.00386836,0.000000,0.000000
1669019955.60867071,0.00334667,0.00022957,0.00000233,6397.00000000,0.00277081,0.000000,0.000000
1669019955.64227080,0.00334669,0.00020497,0.00000356,6343.00000000,0.00335174,0.000000,0.000000
1669019955.67491078,0.00334899,0.00029664,0.00000362,6343.00000000,0.00414219,0.000000,0.000000
1669019955.70947075,0.00334596,0.00014366,0.00000268,6353.00000000,0.00230037,0.000000,0.000000
1669019955.74211073,0.00334262,0.00016202,0.00000174,6358.00000000,0.00218642,0.000000,0.000000
1669019955.77475071,0.00333962,0.00016698,0.00000220,6355.00000000,0.00229909,0.000000,0.000000
1669019955.80931067,0.00334514,0.00029873,0.00000472,6326.00000000,0.00526371,0.000000,0.000000
1669019955.84195065,0.00334517,0.00024334,0.00000304,6322.00000000,0.00335544,0.000000,0.000000
1669019955.87555075,0.00334389,0.00017508,0.00000288,6336.00000000,0.00289736,0.000000,0.000000
1669019955.90819073,0.00334101,0.00013759,0.00000237,6345.00000000,0.00232914,0.000000,0.000000
1669019955.94275069,0.00333695,0.00015941,0.00000186,6358.00000000,0.00191027,0.000000,0.000000
1669019955.97539067,0.00333547,0.00019930,0.00000268,6326.00000000,0.00281135,0.000000,0.000000
1669019956.00899076,0.00333658,0.00023045,0.00000446,6337.00000000,0.00372848,0.000000,0.000000
1669019956.04163074,0.00333951,0.00028362,0.00000322,6341.00000000,0.00437981,0.000000,0.000000
1669019956.07619071,0.00334506,0.00033242,0.00000551,6365.00000000,0.00532156,0.000000,0.000000
1669019956.10882759,0.00334270,0.00019359,0.00000205,6381.00000000,0.00249981,0.000000,0.000000
1669019956.14146757,0.00334493,0.00025715,0.00000478,6355.00000000,0.00414304,0.000000,0.000000
1669019956.17602754,0.00334400,0.00016949,0.00000278,6370.00000000,0.00301292,0.000000,0.000000
1669019956.20866776,0.00334275,0.00020809,0.00000308,6379.00000000,0.00289135,0.000000,0.000000
1669019956.24226761,0.00334267,0.00027135,0.00000325,6387.00000000,0.00331522,0.000000,0.000000
1669019956.27490759,0.00334423,0.00027239,0.00000345,6390.00000000,0.00390834,0.000000,0.000000
1669019956.30946755,0.00334653,0.00034777,0.00000449,6404.00000000,0.00418153,0.000000,0.000000
1669019956.34210753,0.00334517,0.00020423,0.00000239,6408.00000000,0.00284890,0.000000,0.000000
1669019956.37474775,0.00334440,0.00018505,0.00000325,6405.00000000,0.00306232,0.000000,0.000000
1669019956.40930772,0.00334329,0.00020952,0.00000289,6412.00000000,0.00293988,0.000000,0.000000
1669019956.44194770,0.00333879,0.00010646,0.00000220,6425.00000000,0.00168410,0.000000,0.000000
1669019956.47554755,0.00334365,0.00037136,0.00000427,6438.00000000,0.00513360,0.000000,0.000000
1669019956.50818753,0.00334104,0.00017714,0.00000284,6456.00000000,0.00237918,0.000000,0.000000
1669019956.54274774,0.00334609,0.00031950,0.00000394,6445.00000000,0.00521360,0.000000,0.000000
1669019956.57538772,0.00334606,0.00020596,0.00000335,6452.00000000,0.00333649,0.000000,0.000000
1669019956.60898757,0.00334324,0.00015432,0.00000193,6457.00000000,0.00229114,0.000000,0.000000
1669019956.64162755,0.00334192,0.00025937,0.00000313,6467.00000000,0.00285082,0.000000,0.000000
1669019956.67618775,0.00334782,0.00026864,0.00000510,6473.00000000,0.00555551,0.000000,0.000000
1669019956.70882773,0.00334358,0.00011572,0.00000196,6472.00000000,0.00175435,0.000000,0.000000
1669019956.74146771,0.00334522,0.00025156,0.00000430,6478.00000000,0.00395845,0.000000,0.000000
1669019956.77602768,0.00335963,0.00050620,0.00000806,6487.00000000,0.00879344,0.000000,0.000000
1669019956.80866766,0.00335460,0.00008632,0.00000189,6500.00000000,0.00145194,0.000000,0.000000
1669019956.84226775,0.00335458,0.00023854,0.00000288,6509.00000000,0.00334782,0.000000,0.000000
1669019956.87490773,0.00335880,0.00029119,0.00000502,6528.00000000,0.00496495,0.000000,0.000000
